"CAMIS","Total","Critical","Not Critical","Not Applicable"
"50111795","7","4","3","0"
"50111797","3","2","1","0"
"50111802","19","8","11","0"
"50111805","8","4","3","1"
"50111806","3","0","3","0"
"50111808","13","8","5","0"
"50111811","5","3","2","0"
"50111814","11","7","4","0"
"50111818","3","1","2","0"
"50111824","6","2","4","0"
"50111827","2","1","1","0"
"50111850","7","3","4","0"
"50111854","7","4","3","0"
"50111872","2","1","1","0"
"50111873","26","14","12","0"
"50111874","29","15","14","0"
"50111881","1","1","0","0"
"50111882","2","1","1","0"
"50111885","1","0","0","1"
"50111903","4","2","2","0"
"50111907","4","3","1","0"
"50111911","2","2","0","0"
"50111915","6","2","4","0"
"50111940","8","3","5","0"
"50111956","10","5","5","0"
"50111962","16","8","8","0"
"50111964","11","4","7","0"
"50111965","12","9","3","0"
"50111968","3","1","2","0"
"50111982","3","1","2","0"
"50111988","4","2","2","0"
"50111995","1","1","0","0"
"50111999","3","0","3","0"
"50112002","8","5","2","1"
"50112004","6","4","2","0"
"50112009","5","1","4","0"
"50112010","16","11","5","0"
"50112012","5","3","2","0"
"50112015","23","10","13","0"
"50112025","3","1","2","0"
"50112026","4","1","3","0"
"50112028","1","0","1","0"
"50112033","3","2","1","0"
"50112035","33","20","13","0"
"50112036","15","10","5","0"
"50112042","3","2","1","0"
"50112045","4","0","4","0"
"50112066","10","3","6","1"
"50112090","3","2","1","0"
"50112098","12","4","8","0"
"50112118","3","1","2","0"
"50112121","1","0","1","0"
"50112140","4","3","1","0"
"50112142","9","4","5","0"
"50112145","3","1","2","0"
"50112151","4","3","1","0"
"50112157","3","2","1","0"
"50112163","3","1","2","0"
"50112178","6","4","2","0"
"50112179","3","2","1","0"
"50112184","3","1","2","0"
"50112185","10","4","6","0"
"50112186","2","1","1","0"
"50112192","4","1","3","0"
"50112207","3","1","2","0"
"50112208","10","9","1","0"
"50112224","19","7","12","0"
"50112238","3","1","2","0"
"50112261","10","4","6","0"
"50112262","1","1","0","0"
"50112271","14","8","6","0"
"50112272","3","1","2","0"
"50112280","2","1","1","0"
"50112287","1","0","1","0"
"50112288","3","2","1","0"
"50112299","4","1","3","0"
"50112303","3","1","2","0"
"50112304","2","1","1","0"
"50112305","5","3","2","0"
"50112308","14","7","7","0"
"50112310","12","9","3","0"
"50112311","2","1","1","0"
"50112315","6","2","4","0"
"50112321","6","3","3","0"
"50112322","7","5","2","0"
"50112325","5","3","2","0"
"50112326","7","4","3","0"
"50112328","8","7","1","0"
"50112332","9","5","4","0"
"50112354","7","3","4","0"
"50112365","1","1","0","0"
"50112366","11","4","7","0"
"50112371","3","2","1","0"
"50112372","6","3","3","0"
"50112383","16","8","8","0"
"50112388","8","3","5","0"
"50112406","21","8","13","0"
"50112409","16","8","8","0"
"50112413","10","4","6","0"
"50112428","8","5","3","0"
"50112431","3","3","0","0"
"50112432","3","1","2","0"
"50112433","9","4","5","0"
"50112434","1","1","0","0"
"50112438","3","1","2","0"
"50112456","2","1","1","0"
"50112458","4","1","3","0"
"50112468","3","0","3","0"
"50112478","4","1","3","0"
"50112483","12","9","3","0"
"50112485","6","4","2","0"
"50112487","3","2","1","0"
"50112489","1","1","0","0"
"50112499","1","1","0","0"
"50112504","7","4","3","0"
"50112510","9","4","4","1"
"50112521","17","6","11","0"
"50112523","12","3","9","0"
"50112528","12","5","7","0"
"50112529","9","4","5","0"
"50112530","7","3","2","2"
"50112536","6","4","2","0"
"50112544","11","8","3","0"
"50112547","4","2","2","0"
"50112548","4","1","3","0"
"50112550","8","2","6","0"
"50112560","7","4","3","0"
"50112567","6","2","4","0"
"50112571","3","0","3","0"
"50112572","3","1","2","0"
"50112574","16","8","8","0"
"50112577","2","1","1","0"
"50112578","2","2","0","0"
"50112582","4","3","1","0"
"50112595","7","4","3","0"
"50112599","8","6","2","0"
"50112600","4","3","1","0"
"50112607","5","3","2","0"
"50112611","21","9","12","0"
"50112612","1","1","0","0"
"50112620","3","2","1","0"
"50112621","6","0","6","0"
"50112636","15","9","6","0"
"50112641","3","1","2","0"
"50112649","2","1","1","0"
"50112655","2","0","2","0"
"50112658","5","2","3","0"
"50112660","11","6","5","0"
"50112683","21","13","8","0"
"50112684","1","0","1","0"
"50112687","12","4","8","0"
"50112698","2","0","2","0"
"50112702","10","2","8","0"
"50112705","8","5","3","0"
"50112708","13","9","4","0"
"50112711","10","6","4","0"
"50112714","25","6","19","0"
"50112718","11","6","5","0"
"50112733","15","10","5","0"
"50112740","12","7","5","0"
"50112765","3","1","2","0"
"50112768","4","1","3","0"
"50112774","6","2","4","0"
"50112784","13","9","4","0"
"50112793","1","1","0","0"
"50112795","15","3","11","1"
"50112809","4","2","2","0"
"50112810","2","1","1","0"
"50112828","3","2","1","0"
"50112831","2","1","1","0"
"50112842","2","0","2","0"
"50112851","36","14","22","0"
"50112852","21","7","14","0"
"50112853","7","3","4","0"
"50112859","2","0","2","0"
"50112860","1","1","0","0"
"50112862","38","24","14","0"
"50112864","4","3","1","0"
"50112865","7","2","5","0"
"50112884","7","3","4","0"
"50112904","11","8","3","0"
"50112907","4","3","1","0"
"50112916","10","6","4","0"
"50112918","31","19","12","0"
"50112920","7","5","2","0"
"50112922","2","1","1","0"
"50112925","2","1","1","0"
"50112928","3","2","1","0"
"50112932","2","0","2","0"
"50112933","2","1","1","0"
"50112938","2","1","1","0"
"50112948","3","2","1","0"
"50112968","7","2","4","1"
"50112974","13","8","5","0"
"50112987","4","1","3","0"
"50113011","2","2","0","0"
"50113012","6","4","2","0"
"50113015","20","12","8","0"
"50113037","5","1","4","0"
"50113042","3","1","2","0"
"50113047","3","1","2","0"
"50113054","15","4","11","0"
"50113058","5","1","4","0"
"50113061","15","3","12","0"
"50113068","6","1","5","0"
"50113072","8","3","5","0"
"50113081","11","7","4","0"
"50113084","12","7","5","0"
"50113085","2","0","2","0"
"50113087","21","13","8","0"
"50113102","3","1","2","0"
"50113104","4","1","3","0"
"50113113","11","6","5","0"
"50113114","2","2","0","0"
"50113116","9","5","4","0"
"50113134","2","1","1","0"
"50113136","5","2","3","0"
"50113137","7","2","4","1"
"50113139","19","7","12","0"
"50113141","4","2","2","0"
"50113149","2","0","2","0"
"50113152","2","1","1","0"
"50113153","11","7","4","0"
"50113154","4","1","3","0"
"50113164","4","1","3","0"
"50113167","27","15","12","0"
"50113168","2","1","1","0"
"50113170","3","2","1","0"
"50113175","12","2","10","0"
"50113187","6","5","1","0"
"50113195","6","4","2","0"
"50113196","4","1","3","0"
"50113198","14","7","7","0"
"50113202","10","4","6","0"
"50113209","2","1","1","0"
"50113210","11","3","8","0"
"50113211","1","1","0","0"
"50113213","3","2","1","0"
"50113214","1","0","1","0"
"50113217","18","8","10","0"
"50113220","6","4","2","0"
"50113224","2","2","0","0"
"50113228","2","1","1","0"
"50113235","3","1","2","0"
"50113240","17","8","9","0"
"50113249","9","5","4","0"
"50113253","1","0","1","0"
"50113255","5","0","5","0"
"50113259","3","2","1","0"
"50113268","8","3","5","0"
"50113275","1","1","0","0"
"50113276","10","6","4","0"
"50113280","3","1","2","0"
"50113281","1","0","1","0"
"50113284","1","0","1","0"
"50113299","2","1","1","0"
"50113307","13","9","4","0"
"50113322","19","7","12","0"
"50113326","6","5","1","0"
"50113335","11","4","7","0"
"50113339","3","1","2","0"
"50113340","8","2","6","0"
"50113356","3","1","2","0"
"50113359","2","2","0","0"
"50113360","3","2","1","0"
"50113364","1","0","1","0"
"50113369","3","2","0","1"
"50113372","8","3","5","0"
"50113374","3","1","2","0"
"50113376","2","0","2","0"
"50113379","11","7","4","0"
"50113384","3","2","1","0"
"50113386","1","1","0","0"
"50113390","10","6","4","0"
"50113391","2","2","0","0"
"50113394","2","2","0","0"
"50113397","4","3","1","0"
"50113399","42","25","17","0"
"50113400","5","0","5","0"
"50113403","3","1","2","0"
"50113406","2","0","2","0"
"50113409","3","2","1","0"
"50113410","1","1","0","0"
"50113415","4","1","3","0"
"50113418","2","1","1","0"
"50113419","14","4","10","0"
"50113422","3","2","1","0"
"50113423","1","1","0","0"
"50113425","8","5","3","0"
"50113446","13","3","10","0"
"50113454","3","1","2","0"
"50113482","2","1","1","0"
"50113496","8","4","4","0"
"50113503","4","3","1","0"
"50113510","14","8","6","0"
"50113513","4","1","3","0"
"50113520","9","6","3","0"
"50113522","5","4","1","0"
"50113523","3","2","1","0"
"50113532","9","4","5","0"
"50113547","3","2","1","0"
"50113553","2","1","1","0"
"50113560","7","1","6","0"
"50113564","2","1","1","0"
"50113567","6","3","3","0"
"50113571","5","3","2","0"
"50113580","1","1","0","0"
"50113589","24","11","13","0"
"50113592","1","1","0","0"
"50113603","9","4","5","0"
"50113607","16","12","4","0"
"50113612","2","2","0","0"
"50113613","18","9","9","0"
"50113614","17","6","11","0"
"50113618","8","2","6","0"
"50113634","2","1","1","0"
"50113635","10","6","4","0"
"50113637","1","1","0","0"
"50113641","4","3","1","0"
"50113648","3","1","2","0"
"50113656","3","1","2","0"
"50113658","7","2","5","0"
"50113660","4","1","3","0"
"50113674","7","1","6","0"
"50113681","4","1","3","0"
"50113693","3","1","2","0"
"50113695","7","4","3","0"
"50113707","27","15","12","0"
"50113733","2","1","1","0"
"50113739","2","2","0","0"
"50113744","8","5","3","0"
"50113843","16","5","11","0"
"50113854","4","3","1","0"
"50113864","10","5","5","0"
"50113866","1","0","1","0"
"50113870","6","4","2","0"
"50113951","18","7","11","0"
"50113957","2","1","1","0"
"50113960","6","2","4","0"
"50113961","2","0","2","0"
"50113973","3","2","1","0"
"50113976","8","5","3","0"
"50113977","14","8","6","0"
"50113981","1","1","0","0"
"50113982","2","1","1","0"
"50113984","7","4","3","0"
"50113987","4","2","2","0"
"50113988","2","1","1","0"
"50113990","3","2","1","0"
"50113991","13","4","9","0"
"50113992","4","1","3","0"
"50113996","10","6","4","0"
"50113997","5","3","2","0"
"50114000","11","7","4","0"
"50114008","8","5","3","0"
"50114013","9","3","6","0"
"50114016","3","3","0","0"
"50114020","3","1","1","1"
"50114037","2","2","0","0"
"50114057","8","3","5","0"
"50114058","9","4","5","0"
"50114059","8","4","4","0"
"50114065","7","3","4","0"
"50114075","3","1","2","0"
"50114084","4","2","2","0"
"50114087","5","3","2","0"
"50114089","3","2","1","0"
"50114090","6","2","4","0"
"50114093","2","1","1","0"
"50114094","7","5","2","0"
"50114096","4","2","2","0"
"50114100","8","3","5","0"
"50114102","14","7","7","0"
"50114111","7","5","2","0"
"50114112","16","6","10","0"
"50114127","6","1","5","0"
"50114145","3","1","2","0"
"50114154","4","1","3","0"
"50114158","11","3","8","0"
"50114162","3","0","3","0"
"50114171","5","3","2","0"
"50114172","3","0","3","0"
"50114174","11","5","6","0"
"50114184","12","7","5","0"
"50114185","10","4","6","0"
"50114186","4","1","3","0"
"50114194","12","5","7","0"
"50114211","14","7","7","0"
"50114214","5","5","0","0"
"50114216","10","8","2","0"
"50114225","2","1","1","0"
"50114226","11","6","5","0"
"50114230","1","0","1","0"
"50114231","6","2","4","0"
"50114232","2","2","0","0"
"50114235","2","0","2","0"
"50114243","18","10","8","0"
"50114244","16","9","6","1"
"50114301","16","8","8","0"
"50114302","11","6","5","0"
"50114312","7","3","4","0"
"50114314","4","1","3","0"
"50114320","5","2","3","0"
"50114323","5","2","3","0"
"50114328","2","1","1","0"
"50114345","19","11","8","0"
"50114356","3","1","2","0"
"50114358","1","1","0","0"
"50114360","1","0","1","0"
"50114365","11","7","3","1"
"50114369","10","4","6","0"
"50114370","22","10","12","0"
"50114386","4","1","3","0"
"50114388","5","0","5","0"
"50114404","3","1","2","0"
"50114420","4","0","4","0"
"50114423","6","2","4","0"
"50114424","2","2","0","0"
"50114428","5","1","4","0"
"50114437","2","0","2","0"
"50114438","16","10","6","0"
"50114440","3","1","2","0"
"50114442","13","5","8","0"
"50114463","10","5","5","0"
"50114501","28","17","11","0"
"50114508","9","5","4","0"
"50114510","5","3","2","0"
"50114514","9","6","3","0"
"50114519","2","1","1","0"
"50114524","10","4","6","0"
"50114532","6","2","4","0"
"50114541","8","5","3","0"
"50114546","4","2","2","0"
"50114564","3","1","2","0"
"50114569","18","11","7","0"
"50114570","11","7","4","0"
"50114588","4","1","3","0"
"50114591","3","1","2","0"
"50114598","1","1","0","0"
"50114605","8","4","4","0"
"50114617","3","1","2","0"
"50114630","7","1","6","0"
"50114633","15","9","6","0"
"50114636","9","5","4","0"
"50114637","3","1","2","0"
"50114638","10","6","4","0"
"50114639","11","5","6","0"
"50114644","7","4","3","0"
"50114646","5","3","2","0"
"50114663","1","0","0","1"
"50114664","8","3","5","0"
"50114668","6","4","2","0"
"50114671","18","10","8","0"
"50114672","10","4","6","0"
"50114675","3","2","1","0"
"50114676","11","7","4","0"
"50114677","12","6","6","0"
"50114679","7","0","7","0"
"50114686","7","3","4","0"
"50114687","5","4","1","0"
"50114691","12","5","7","0"
"50114699","8","3","5","0"
"50114703","9","4","5","0"
"50114704","14","4","10","0"
"50114708","10","4","6","0"
"50114711","2","0","2","0"
"50114726","2","1","1","0"
"50114727","10","6","4","0"
"50114730","3","0","3","0"
"50114731","2","1","1","0"
"50114733","6","4","2","0"
"50114750","1","1","0","0"
"50114767","9","0","9","0"
"50114771","3","0","3","0"
"50114821","5","2","3","0"
"50114831","5","3","2","0"
"50114835","11","6","5","0"
"50114874","1","0","1","0"
"50114882","2","1","1","0"
"50114884","5","3","2","0"
"50114909","4","0","4","0"
"50114911","2","0","2","0"
"50114912","4","1","3","0"
"50114913","6","2","4","0"
"50114914","5","4","1","0"
"50114919","6","1","5","0"
"50114940","4","1","3","0"
"50114944","2","2","0","0"
"50114945","16","7","9","0"
"50114947","13","7","6","0"
"50114952","5","2","3","0"
"50114955","9","2","7","0"
"50114956","6","3","3","0"
"50114958","3","1","2","0"
"50114960","2","1","1","0"
"50114963","2","1","1","0"
"50114967","1","0","0","1"
"50114974","3","1","2","0"
"50114975","10","6","4","0"
"50114976","13","6","7","0"
"50114977","5","5","0","0"
"50114978","5","3","2","0"
"50114983","10","5","5","0"
"50114985","8","2","6","0"
"50114990","1","0","1","0"
"50114994","6","3","3","0"
"50114996","4","0","4","0"
"50115009","4","0","4","0"
"50115029","6","4","2","0"
"50115037","1","1","0","0"
"50115040","4","1","3","0"
"50115041","3","1","2","0"
"50115042","4","2","2","0"
"50115043","4","1","3","0"
"50115051","1","0","1","0"
"50115053","2","1","1","0"
"50115055","7","3","4","0"
"50115063","1","1","0","0"
"50115064","3","1","2","0"
"50115065","5","2","3","0"
"50115085","10","4","6","0"
"50115087","3","2","1","0"
"50115103","6","2","4","0"
"50115106","2","1","1","0"
"50115119","3","3","0","0"
"50115131","2","2","0","0"
"50115144","8","3","5","0"
"50115163","1","0","1","0"
"50115165","2","1","1","0"
"50115166","13","4","9","0"
"50115167","14","9","5","0"
"50115169","3","1","2","0"
"50115170","33","14","19","0"
"50115174","1","1","0","0"
"50115175","8","3","5","0"
"50115178","1","1","0","0"
"50115183","4","1","3","0"
"50115184","14","4","10","0"
"50115189","10","5","5","0"
"50115198","10","6","4","0"
"50115208","9","5","4","0"
"50115210","2","1","1","0"
"50115212","2","1","1","0"
"50115214","14","5","9","0"
"50115222","5","2","2","1"
"50115226","3","0","3","0"
"50115229","3","1","2","0"
"50115231","11","4","7","0"
"50115232","3","3","0","0"
"50115234","2","0","2","0"
"50115257","27","13","13","1"
"50115262","5","3","2","0"
"50115270","4","2","2","0"
"50115276","8","6","2","0"
"50115279","4","3","1","0"
"50115282","2","0","2","0"
"50115291","1","0","1","0"
"50115299","3","1","2","0"
"50115302","9","2","7","0"
"50115306","22","11","11","0"
"50115343","4","2","2","0"
"50115344","1","0","1","0"
"50115349","19","12","7","0"
"50115350","3","2","1","0"
"50115352","2","1","1","0"
"50115356","18","5","13","0"
"50115365","12","6","6","0"
"50115369","3","2","1","0"
"50115373","2","2","0","0"
"50115377","1","0","1","0"
"50115397","1","1","0","0"
"50115400","2","1","1","0"
"50115406","9","6","3","0"
"50115409","6","2","4","0"
"50115411","2","1","1","0"
"50115413","4","1","3","0"
"50115420","3","1","2","0"
"50115431","9","4","5","0"
"50115439","5","3","2","0"
"50115443","12","6","6","0"
"50115444","6","3","3","0"
"50115447","7","5","2","0"
"50115450","2","1","1","0"
"50115455","5","5","0","0"
"50115460","2","1","1","0"
"50115466","4","1","3","0"
"50115477","1","1","0","0"
"50115478","3","1","2","0"
"50115480","11","5","6","0"
"50115485","12","3","9","0"
"50115495","11","6","5","0"
"50115515","12","4","8","0"
"50115534","1","0","1","0"
"50115535","2","0","2","0"
"50115539","14","5","9","0"
"50115562","2","1","1","0"
"50115591","11","2","9","0"
"50115595","2","1","1","0"
"50115610","4","0","4","0"
"50115613","4","1","3","0"
"50115614","7","3","4","0"
"50115616","7","4","3","0"
"50115617","11","4","7","0"
"50115618","2","1","1","0"
"50115619","7","1","5","1"
"50115620","1","0","1","0"
"50115621","10","7","3","0"
"50115623","1","1","0","0"
"50115644","16","11","5","0"
"50115645","3","1","2","0"
"50115654","2","1","1","0"
"50115660","5","3","2","0"
"50115661","1","1","0","0"
"50115666","7","3","4","0"
"50115668","1","0","1","0"
"50115680","3","1","2","0"
"50115692","13","3","10","0"
"50115694","4","1","3","0"
"50115700","3","1","2","0"
"50115701","2","0","2","0"
"50115702","10","5","4","1"
"50115703","4","3","1","0"
"50115704","2","1","1","0"
"50115706","2","0","2","0"
"50115707","2","2","0","0"
"50115709","6","4","2","0"
"50115715","8","5","3","0"
"50115717","7","3","4","0"
"50115719","9","5","4","0"
"50115725","3","1","2","0"
"50115728","2","2","0","0"
"50115730","9","5","4","0"
"50115734","3","0","3","0"
"50115745","1","0","0","1"
"50115747","7","2","5","0"
"50115748","2","1","1","0"
"50115753","3","1","2","0"
"50115756","1","0","1","0"
"50115758","2","1","1","0"
"50115761","1","0","0","1"
"50115762","24","6","18","0"
"50115769","8","4","4","0"
"50115783","7","3","4","0"
"50115785","3","2","1","0"
"50115791","13","8","5","0"
"50115793","13","5","8","0"
"50115794","9","1","8","0"
"50115810","12","4","8","0"
"50115815","1","0","1","0"
"50115817","2","1","1","0"
"50115819","7","3","4","0"
"50115823","2","0","2","0"
"50115826","2","2","0","0"
"50115829","3","1","2","0"
"50115830","4","0","4","0"
"50115841","10","4","6","0"
"50115851","6","2","4","0"
"50115858","9","4","5","0"
"50115869","3","1","2","0"
"50115872","1","1","0","0"
"50115881","11","4","7","0"
"50115882","10","2","8","0"
"50115887","8","5","3","0"
"50115888","10","2","8","0"
"50115895","9","5","4","0"
"50115900","4","0","4","0"
"50115902","4","2","2","0"
"50115905","3","1","2","0"
"50115908","5","3","2","0"
"50115912","2","2","0","0"
"50115913","3","0","3","0"
"50115919","1","0","1","0"
"50115927","4","2","2","0"
"50115935","5","2","3","0"
"50115957","14","8","6","0"
"50115959","15","4","11","0"
"50115985","4","1","3","0"
"50115989","9","4","5","0"
"50115990","5","2","3","0"
"50116011","13","5","8","0"
"50116017","21","11","10","0"
"50116018","1","0","1","0"
"50116025","3","2","1","0"
"50116041","2","1","1","0"
"50116046","2","1","1","0"
"50116049","6","3","3","0"
"50116051","5","0","5","0"
"50116061","8","5","3","0"
"50116063","7","3","4","0"
"50116068","9","3","6","0"
"50116088","10","4","6","0"
"50116092","4","2","2","0"
"50116093","7","1","6","0"
"50116098","3","0","3","0"
"50116100","1","1","0","0"
"50116101","4","2","2","0"
"50116114","5","2","2","1"
"50116123","3","1","2","0"
"50116124","6","1","5","0"
"50116135","22","14","7","1"
"50116136","14","7","7","0"
"50116138","7","3","4","0"
"50116142","5","1","4","0"
"50116145","19","8","11","0"
"50116153","6","2","4","0"
"50116154","2","0","2","0"
"50116155","5","2","3","0"
"50116163","10","2","8","0"
"50116166","3","2","1","0"
"50116169","4","2","2","0"
"50116177","15","8","7","0"
"50116184","2","2","0","0"
"50116186","3","2","1","0"
"50116190","7","6","1","0"
"50116201","9","7","2","0"
"50116212","7","4","3","0"
"50116214","7","3","4","0"
"50116225","6","2","4","0"
"50116232","3","1","2","0"
"50116256","6","5","1","0"
"50116258","16","9","7","0"
"50116262","2","1","1","0"
"50116265","3","1","2","0"
"50116268","14","3","11","0"
"50116272","2","1","1","0"
"50116293","9","4","5","0"
"50116295","3","1","2","0"
"50116298","2","1","1","0"
"50116300","2","0","2","0"
"50116308","4","2","2","0"
"50116311","3","1","2","0"
"50116320","2","1","1","0"
"50116328","26","12","14","0"
"50116329","3","0","3","0"
"50116330","19","12","7","0"
"50116332","1","0","1","0"
"50116333","4","1","3","0"
"50116337","10","4","6","0"
"50116338","12","3","9","0"
"50116340","1","1","0","0"
"50116342","2","1","1","0"
"50116345","4","1","3","0"
"50116346","3","2","1","0"
"50116349","6","3","3","0"
"50116358","7","2","5","0"
"50116363","8","3","4","1"
"50116365","3","1","2","0"
"50116369","3","1","2","0"
"50116373","4","1","3","0"
"50116376","3","1","2","0"
"50116378","7","3","4","0"
"50116384","3","2","1","0"
"50116389","2","1","1","0"
"50116391","1","0","1","0"
"50116400","4","1","3","0"
"50116403","2","1","1","0"
"50116405","2","1","1","0"
"50116410","2","1","1","0"
"50116419","7","2","5","0"
"50116420","13","8","5","0"
"50116434","2","2","0","0"
"50116471","4","3","1","0"
"50116472","3","1","2","0"
"50116477","3","0","3","0"
"50116500","8","5","3","0"
"50116501","14","7","7","0"
"50116502","12","6","6","0"
"50116510","6","1","5","0"
"50116511","2","1","1","0"
"50116513","6","4","2","0"
"50116515","2","1","1","0"
"50116518","3","1","2","0"
"50116520","7","4","3","0"
"50116533","10","2","8","0"
"50116537","2","1","1","0"
"50116545","2","1","1","0"
"50116546","7","1","6","0"
"50116548","5","2","3","0"
"50116555","14","7","7","0"
"50116574","2","1","1","0"
"50116588","31","21","10","0"
"50116591","9","2","7","0"
"50116599","1","0","1","0"
"50116601","1","0","1","0"
"50116602","7","6","1","0"
"50116616","1","1","0","0"
"50116632","8","2","6","0"
"50116638","3","1","2","0"
"50116642","13","7","6","0"
"50116645","1","1","0","0"
"50116647","12","3","9","0"
"50116651","8","2","6","0"
"50116667","14","7","7","0"
"50116672","2","1","1","0"
"50116676","3","0","3","0"
"50116682","5","2","3","0"
"50116687","4","1","3","0"
"50116689","2","1","1","0"
"50116696","2","1","1","0"
"50116704","3","2","1","0"
"50116706","3","0","3","0"
"50116727","2","1","1","0"
"50116731","2","1","1","0"
"50116736","5","0","5","0"
"50116743","8","5","3","0"
"50116750","11","6","5","0"
"50116753","2","1","1","0"
"50116754","2","0","2","0"
"50116760","3","1","2","0"
"50116763","1","0","1","0"
"50116766","14","7","7","0"
"50116769","2","2","0","0"
"50116770","2","2","0","0"
"50116774","4","4","0","0"
"50116777","14","6","8","0"
"50116778","1","0","1","0"
"50116784","6","4","2","0"
"50116786","2","1","1","0"
"50116787","30","16","14","0"
"50116791","4","1","3","0"
"50116792","11","6","5","0"
"50116793","2","1","1","0"
"50116803","1","0","1","0"
"50116809","9","1","8","0"
"50116813","6","5","1","0"
"50116820","8","3","5","0"
"50116822","8","3","5","0"
"50116824","11","5","6","0"
"50116825","10","7","3","0"
"50116832","2","1","1","0"
"50116834","10","4","6","0"
"50116871","13","8","5","0"
"50116874","2","2","0","0"
"50116877","4","3","1","0"
"50116911","5","1","4","0"
"50116919","3","1","2","0"
"50116922","4","0","4","0"
"50116923","2","0","2","0"
"50116930","3","1","2","0"
"50116938","3","1","2","0"
"50116940","5","2","3","0"
"50116941","9","4","5","0"
"50116946","5","3","2","0"
"50116955","8","5","3","0"
"50116956","3","3","0","0"
"50116957","6","3","3","0"
"50116962","8","2","6","0"
"50116970","5","4","1","0"
"50116974","3","1","2","0"
"50116976","2","0","2","0"
"50116979","9","7","2","0"
"50116980","3","1","2","0"
"50116981","6","2","4","0"
"50116983","11","4","6","1"
"50116998","4","0","4","0"
"50117001","3","2","1","0"
"50117018","1","0","1","0"
"50117021","18","7","11","0"
"50117022","2","0","2","0"
"50117025","4","2","2","0"
"50117032","6","2","4","0"
"50117038","2","2","0","0"
"50117042","7","3","4","0"
"50117047","6","5","1","0"
"50117050","3","2","1","0"
"50117060","9","4","5","0"
"50117061","8","6","2","0"
"50117065","3","1","2","0"
"50117066","12","4","8","0"
"50117069","23","15","8","0"
"50117070","3","0","3","0"
"50117094","3","1","2","0"
"50117095","2","1","1","0"
"50117096","9","8","1","0"
"50117110","8","6","2","0"
"50117111","3","2","1","0"
"50117114","14","4","10","0"
"50117115","4","2","2","0"
"50117116","3","0","3","0"
"50117119","3","3","0","0"
"50117122","7","3","4","0"
"50117125","3","1","2","0"
"50117128","3","1","2","0"
"50117131","10","6","4","0"
"50117132","5","3","2","0"
"50117133","4","3","1","0"
"50117135","11","2","9","0"
"50117137","5","2","3","0"
"50117139","9","4","5","0"
"50117140","5","1","4","0"
"50117142","3","1","2","0"
"50117143","2","0","2","0"
"50117146","11","5","6","0"
"50117148","4","1","3","0"
"50117149","13","5","8","0"
"50117151","3","2","1","0"
"50117154","2","1","1","0"
"50117157","3","0","3","0"
"50117158","6","4","2","0"
"50117185","3","1","2","0"
"50117186","3","2","1","0"
"50117187","4","2","2","0"
"50117190","3","1","2","0"
"50117198","3","0","3","0"
"50117208","10","2","8","0"
"50117225","13","6","7","0"
"50117234","1","1","0","0"
"50117237","7","5","2","0"
"50117238","1","1","0","0"
"50117239","1","0","1","0"
"50117241","2","1","1","0"
"50117247","20","14","6","0"
"50117249","14","5","9","0"
"50117251","4","2","2","0"
"50117261","11","7","4","0"
"50117262","2","1","1","0"
"50117265","12","3","9","0"
"50117266","6","3","3","0"
"50117269","4","2","2","0"
"50117278","7","5","2","0"
"50117281","6","1","5","0"
"50117286","16","4","12","0"
"50117299","18","9","9","0"
"50117300","2","2","0","0"
"50117312","2","1","1","0"
"50117314","2","1","1","0"
"50117321","7","3","4","0"
"50117323","18","13","5","0"
"50117331","2","2","0","0"
"50117335","9","7","2","0"
"50117337","12","5","7","0"
"50117339","2","1","1","0"
"50117340","4","1","3","0"
"50117341","1","0","1","0"
"50117344","4","1","3","0"
"50117347","8","5","3","0"
"50117350","10","3","7","0"
"50117352","2","2","0","0"
"50117354","3","1","2","0"
"50117358","2","2","0","0"
"50117362","3","1","2","0"
"50117365","14","9","5","0"
"50117376","2","1","1","0"
"50117379","6","3","3","0"
"50117386","4","1","3","0"
"50117397","6","2","3","1"
"50117408","3","0","3","0"
"50117413","8","6","2","0"
"50117414","7","3","4","0"
"50117415","22","6","16","0"
"50117424","5","2","3","0"
"50117425","2","0","2","0"
"50117428","4","2","2","0"
"50117431","9","6","3","0"
"50117434","18","8","10","0"
"50117435","12","3","9","0"
"50117446","3","1","2","0"
"50117450","15","12","3","0"
"50117454","5","4","1","0"
"50117455","2","0","2","0"
"50117456","1","1","0","0"
"50117462","4","2","2","0"
"50117475","3","0","3","0"
"50117476","10","6","4","0"
"50117478","8","3","5","0"
"50117480","4","3","1","0"
"50117495","15","9","6","0"
"50117499","2","1","1","0"
"50117519","4","1","3","0"
"50117521","3","1","2","0"
"50117524","2","1","1","0"
"50117525","3","1","2","0"
"50117535","5","4","1","0"
"50117547","3","1","2","0"
"50117551","3","2","0","1"
"50117557","1","1","0","0"
"50117559","1","0","1","0"
"50117561","9","4","5","0"
"50117564","8","6","2","0"
"50117567","2","1","1","0"
"50117580","7","4","3","0"
"50117581","8","6","2","0"
"50117589","17","7","10","0"
"50117590","2","2","0","0"
"50117593","1","0","1","0"
"50117595","3","1","2","0"
"50117597","9","5","4","0"
"50117601","4","1","3","0"
"50117605","10","5","5","0"
"50117606","2","1","1","0"
"50117609","3","0","3","0"
"50117614","2","1","1","0"
"50117622","2","1","1","0"
"50117634","10","4","6","0"
"50117636","21","12","9","0"
"50117638","7","5","2","0"
"50117643","3","1","2","0"
"50117645","6","4","2","0"
